MSA,Health Spending,stat,N,year
"Eugene-Springfield, OR",8016,0.9,1938,2011
"Eugene-Springfield, OR",4407,mean,1938,2011
"Eugene-Springfield, OR",1044,0.5,1777,2012
"Eugene-Springfield, OR",3181,0.75,1777,2012
"Eugene-Springfield, OR",3897,mean,1777,2012
"Eugene-Springfield, OR",251,0.25,1777,2012
"Eugene-Springfield, OR",8445,0.9,1777,2012
"Eugene-Springfield, OR",3200,0.75,1702,2013
"Eugene-Springfield, OR",258,0.25,1702,2013
"Eugene-Springfield, OR",1011,0.5,1702,2013
"Eugene-Springfield, OR",9211,0.9,1702,2013
"Eugene-Springfield, OR",4429,mean,1702,2013
"Evansville, IN-KY",3058,0.75,1949,2005
"Evansville, IN-KY",3595,mean,1949,2005
"Evansville, IN-KY",7725,0.9,1949,2005
"Evansville, IN-KY",230,0.25,1949,2005
"Evansville, IN-KY",884,0.5,1949,2005
"Evansville, IN-KY",3142,0.75,2875,2006
"Evansville, IN-KY",3933,mean,2875,2006
"Evansville, IN-KY",266,0.25,2875,2006
"Evansville, IN-KY",974,0.5,2875,2006
"Evansville, IN-KY",9270,0.9,2875,2006
"Evansville, IN-KY",2988,0.75,3007,2007
"Evansville, IN-KY",3778,mean,3007,2007
"Evansville, IN-KY",939,0.5,3007,2007
"Evansville, IN-KY",247,0.25,3007,2007
"Evansville, IN-KY",8269,0.9,3007,2007
"Evansville, IN-KY",1012,0.5,2890,2008
"Evansville, IN-KY",269,0.25,2890,2008
"Evansville, IN-KY",10016,0.9,2890,2008
"Evansville, IN-KY",3387,0.75,2890,2008
"Evansville, IN-KY",4724,mean,2890,2008
"Evansville, IN-KY",1018,0.5,2330,2009
"Evansville, IN-KY",254,0.25,2330,2009
"Evansville, IN-KY",10084,0.9,2330,2009
"Evansville, IN-KY",3516,0.75,2330,2009
"Evansville, IN-KY",3904,mean,2330,2009
"Evansville, IN-KY",3438,0.75,2389,2010
"Evansville, IN-KY",4470,mean,2389,2010
"Evansville, IN-KY",1114,0.5,2389,2010
"Evansville, IN-KY",283,0.25,2389,2010
"Evansville, IN-KY",10219,0.9,2389,2010
"Evansville, IN-KY",3345,0.75,2306,2011
"Evansville, IN-KY",3954,mean,2306,2011
"Evansville, IN-KY",280,0.25,2306,2011
"Evansville, IN-KY",1091,0.5,2306,2011
"Evansville, IN-KY",9556,0.9,2306,2011
"Evansville, IN-KY",4607,mean,2253,2012
"Evansville, IN-KY",3743,0.75,2253,2012
"Evansville, IN-KY",1066,0.5,2253,2012
"Evansville, IN-KY",312,0.25,2253,2012
"Evansville, IN-KY",11919,0.9,2253,2012
"Evansville, IN-KY",5009,mean,2694,2013
"Evansville, IN-KY",311,0.25,2694,2013
"Evansville, IN-KY",11761,0.9,2694,2013
"Evansville, IN-KY",3844,0.75,2694,2013
"Evansville, IN-KY",1164,0.5,2694,2013
"Evansville, IN-KY",322,0.25,20849,2014
"Evansville, IN-KY",1179,0.5,20849,2014
"Evansville, IN-KY",5805,mean,20849,2014
"Evansville, IN-KY",4160,0.75,20849,2014
"Evansville, IN-KY",13283,0.9,20849,2014
"Evansville, IN-KY",4352,0.75,18049,2015
"Evansville, IN-KY",1175,0.5,18049,2015
"Evansville, IN-KY",13694,0.9,18049,2015
"Evansville, IN-KY",322,0.25,18049,2015
"Evansville, IN-KY",5988,mean,18049,2015
"Evansville, IN-KY",301,0.25,23426,2016
"Evansville, IN-KY",4044,0.75,23426,2016
"Evansville, IN-KY",1103,0.5,23426,2016
"Evansville, IN-KY",13508,0.9,23426,2016
"Evansville, IN-KY",5805,mean,23426,2016
"Evansville-Henderson, IN-KY",2139,0.75,1244,2003
"Evansville-Henderson, IN-KY",180,0.25,1244,2003
"Evansville-Henderson, IN-KY",6201,0.9,1244,2003
"Evansville-Henderson, IN-KY",635,0.5,1244,2003
"Evansville-Henderson, IN-KY",2620,mean,1244,2003
"Evansville-Henderson, IN-KY",3267,mean,1598,2004
"Evansville-Henderson, IN-KY",231,0.25,1598,2004
"Evansville-Henderson, IN-KY",2734,0.75,1598,2004
"Evansville-Henderson, IN-KY",6836,0.9,1598,2004
"Evansville-Henderson, IN-KY",936,0.5,1598,2004
"Fairbanks, AK",647,0.5,41,2005
"Fairbanks, AK",3613,0.75,41,2005
"Fairbanks, AK",125,0.25,41,2005
"Fairbanks, AK",20421,0.9,41,2005
"Fairbanks, AK",4662,mean,41,2005
"Fairbanks, AK",40,0.25,50,2006
"Fairbanks, AK",483,0.5,50,2006
"Fairbanks, AK",3896,mean,50,2006
"Fairbanks, AK",1247,0.75,50,2006
"Fairbanks, AK",6105,0.9,50,2006
"Fairbanks, AK",2163,mean,124,2007
"Fairbanks, AK",1897,0.75,124,2007
"Fairbanks, AK",435,0.5,124,2007
"Fairbanks, AK",5901,0.9,124,2007
"Fairbanks, AK",0,0.25,124,2007
"Fairbanks, AK",23,0.25,134,2008
"Fairbanks, AK",780,0.5,134,2008
"Fairbanks, AK",4631,mean,134,2008
"Fairbanks, AK",4403,0.75,134,2008
"Fairbanks, AK",12375,0.9,134,2008
"Fairbanks, AK",2882,0.75,147,2009
"Fairbanks, AK",645,0.5,147,2009
"Fairbanks, AK",105,0.25,147,2009
"Fairbanks, AK",3595,mean,147,2009
"Fairbanks, AK",7942,0.9,147,2009
"Fairbanks, AK",7741,mean,167,2010
"Fairbanks, AK",12428,0.9,167,2010
"Fairbanks, AK",4224,0.75,167,2010
"Fairbanks, AK",16,0.25,167,2010
"Fairbanks, AK",843,0.5,167,2010
"Fairbanks, AK",10440,0.9,163,2011
"Fairbanks, AK",3139,0.75,163,2011
"Fairbanks, AK",5336,mean,163,2011
"Fairbanks, AK",691,0.5,163,2011
"Fairbanks, AK",75,0.25,163,2011
"Fairbanks, AK",0,0.25,181,2012
"Fairbanks, AK",733,0.5,181,2012
"Fairbanks, AK",5435,mean,181,2012
"Fairbanks, AK",3512,0.75,181,2012
"Fairbanks, AK",14330,0.9,181,2012
"Fairbanks, AK",2937,0.75,157,2013
"Fairbanks, AK",11091,0.9,157,2013
"Fairbanks, AK",317,0.5,157,2013
"Fairbanks, AK",5619,mean,157,2013
"Fairbanks, AK",0,0.25,157,2013
"Fairbanks, AK",21,0.25,1378,2014
"Fairbanks, AK",6140,mean,1378,2014
"Fairbanks, AK",792,0.5,1378,2014
"Fairbanks, AK",14936,0.9,1378,2014
"Fairbanks, AK",3620,0.75,1378,2014
"Fairbanks, AK",754,0.5,1284,2015
"Fairbanks, AK",0,0.25,1284,2015
"Fairbanks, AK",3241,0.75,1284,2015
"Fairbanks, AK",11838,0.9,1284,2015
"Fairbanks, AK",5641,mean,1284,2015
"Fairbanks, AK",11784,0.9,1274,2016
"Fairbanks, AK",3332,0.75,1274,2016
"Fairbanks, AK",0,0.25,1274,2016
"Fairbanks, AK",683,0.5,1274,2016
"Fairbanks, AK",6255,mean,1274,2016
"Fargo, ND-MN",2290,mean,118,2005
"Fargo, ND-MN",5516,0.9,118,2005
"Fargo, ND-MN",1536,0.75,118,2005
"Fargo, ND-MN",190,0.25,118,2005
"Fargo, ND-MN",536,0.5,118,2005
"Fargo, ND-MN",547,0.5,162,2006
"Fargo, ND-MN",133,0.25,162,2006
"Fargo, ND-MN",4789,0.9,162,2006
"Fargo, ND-MN",1808,0.75,162,2006
"Fargo, ND-MN",1969,mean,162,2006
"Fargo, ND-MN",4212,mean,188,2007
"Fargo, ND-MN",240,0.25,188,2007
"Fargo, ND-MN",1998,0.75,188,2007
"Fargo, ND-MN",6935,0.9,188,2007
"Fargo, ND-MN",914,0.5,188,2007
"Fargo, ND-MN",239,0.25,363,2008
"Fargo, ND-MN",2223,0.75,363,2008
"Fargo, ND-MN",843,0.5,363,2008
"Fargo, ND-MN",3292,mean,363,2008
"Fargo, ND-MN",8733,0.9,363,2008
"Fargo, ND-MN",236,0.25,389,2009
"Fargo, ND-MN",915,0.5,389,2009
"Fargo, ND-MN",2374,0.75,389,2009
"Fargo, ND-MN",3113,mean,389,2009
"Fargo, ND-MN",7091,0.9,389,2009
"Fargo, ND-MN",896,0.5,462,2010
"Fargo, ND-MN",7741,0.9,462,2010
"Fargo, ND-MN",3393,mean,462,2010
"Fargo, ND-MN",282,0.25,462,2010
"Fargo, ND-MN",2489,0.75,462,2010
"Fargo, ND-MN",880,0.5,479,2011
"Fargo, ND-MN",283,0.25,479,2011
"Fargo, ND-MN",8407,0.9,479,2011
"Fargo, ND-MN",2886,0.75,479,2011
"Fargo, ND-MN",4125,mean,479,2011
"Fargo, ND-MN",3599,mean,700,2012
"Fargo, ND-MN",224,0.25,700,2012
"Fargo, ND-MN",1008,0.5,700,2012
"Fargo, ND-MN",9594,0.9,700,2012
"Fargo, ND-MN",2804,0.75,700,2012
"Fargo, ND-MN",9915,0.9,608,2013
"Fargo, ND-MN",279,0.25,608,2013
"Fargo, ND-MN",3165,0.75,608,2013
"Fargo, ND-MN",4060,mean,608,2013
"Fargo, ND-MN",992,0.5,608,2013
"Fargo, ND-MN",259,0.25,4634,2014
"Fargo, ND-MN",979,0.5,4634,2014
"Fargo, ND-MN",9144,0.9,4634,2014
"Fargo, ND-MN",4595,mean,4634,2014
"Fargo, ND-MN",3079,0.75,4634,2014
"Fargo, ND-MN",3156,0.75,4575,2015
"Fargo, ND-MN",1013,0.5,4575,2015
"Fargo, ND-MN",286,0.25,4575,2015
"Fargo, ND-MN",9846,0.9,4575,2015
"Fargo, ND-MN",4387,mean,4575,2015
"Fargo, ND-MN",254,0.25,4400,2016
"Fargo, ND-MN",978,0.5,4400,2016
"Fargo, ND-MN",9377,0.9,4400,2016
"Fargo, ND-MN",4509,mean,4400,2016
"Fargo, ND-MN",3146,0.75,4400,2016
"Fargo-Moorhead, ND-MN",2324,mean,80,2003
"Fargo-Moorhead, ND-MN",102,0.25,80,2003
"Fargo-Moorhead, ND-MN",3848,0.9,80,2003
"Fargo-Moorhead, ND-MN",611,0.5,80,2003
"Fargo-Moorhead, ND-MN",1602,0.75,80,2003
"Fargo-Moorhead, ND-MN",62,0.25,92,2004
"Fargo-Moorhead, ND-MN",464,0.5,92,2004
"Fargo-Moorhead, ND-MN",1710,0.75,92,2004
"Fargo-Moorhead, ND-MN",3914,0.9,92,2004
"Fargo-Moorhead, ND-MN",2198,mean,92,2004
"Farmington, NM",4482,0.9,78,2005
"Farmington, NM",132,0.25,78,2005
"Farmington, NM",2036,mean,78,2005
"Farmington, NM",549,0.5,78,2005
"Farmington, NM",1893,0.75,78,2005
"Farmington, NM",2835,mean,132,2006
"Farmington, NM",58,0.25,132,2006
"Farmington, NM",7145,0.9,132,2006
"Farmington, NM",515,0.5,132,2006
"Farmington, NM",1917,0.75,132,2006
"Farmington, NM",2490,0.75,149,2007
"Farmington, NM",8521,0.9,149,2007
"Farmington, NM",141,0.25,149,2007
"Farmington, NM",8961,mean,149,2007
"Farmington, NM",619,0.5,149,2007
"Farmington, NM",94,0.25,124,2008
"Farmington, NM",7936,0.9,124,2008
"Farmington, NM",437,0.5,124,2008
"Farmington, NM",1887,mean,124,2008
"Farmington, NM",1560,0.75,124,2008
"Farmington, NM",791,0.5,292,2009
"Farmington, NM",111,0.25,292,2009
"Farmington, NM",8280,0.9,292,2009
"Farmington, NM",2601,0.75,292,2009
"Farmington, NM",3624,mean,292,2009
"Farmington, NM",2688,0.75,306,2010
"Farmington, NM",10505,0.9,306,2010
"Farmington, NM",766,0.5,306,2010
"Farmington, NM",220,0.25,306,2010
"Farmington, NM",4919,mean,306,2010
"Farmington, NM",207,0.25,420,2011
"Farmington, NM",752,0.5,420,2011
"Farmington, NM",2824,0.75,420,2011
"Farmington, NM",9172,0.9,420,2011
"Farmington, NM",3196,mean,420,2011
"Farmington, NM",153,0.25,451,2012
"Farmington, NM",926,0.5,451,2012
"Farmington, NM",3542,0.75,451,2012
"Farmington, NM",12294,0.9,451,2012
"Farmington, NM",5110,mean,451,2012
"Farmington, NM",9785,0.9,434,2013
"Farmington, NM",2892,0.75,434,2013
"Farmington, NM",4071,mean,434,2013
"Farmington, NM",200,0.25,434,2013
"Farmington, NM",830,0.5,434,2013
"Farmington, NM",2950,0.75,3873,2014
"Farmington, NM",876,0.5,3873,2014
"Farmington, NM",10336,0.9,3873,2014
"Farmington, NM",180,0.25,3873,2014
"Farmington, NM",5039,mean,3873,2014
"Farmington, NM",909,0.5,3716,2015
"Farmington, NM",208,0.25,3716,2015
"Farmington, NM",3366,0.75,3716,2015
"Farmington, NM",11939,0.9,3716,2015
"Farmington, NM",5779,mean,3716,2015
"Farmington, NM",194,0.25,3719,2016
"Farmington, NM",6077,mean,3719,2016
"Farmington, NM",878,0.5,3719,2016
"Farmington, NM",3403,0.75,3719,2016
"Farmington, NM",11330,0.9,3719,2016
"Fayetteville, NC",105,0.25,548,2003
"Fayetteville, NC",692,0.5,548,2003
"Fayetteville, NC",3319,mean,548,2003
"Fayetteville, NC",7992,0.9,548,2003
"Fayetteville, NC",2635,0.75,548,2003
"Fayetteville, NC",530,0.5,701,2004
"Fayetteville, NC",2555,0.75,701,2004
"Fayetteville, NC",3283,mean,701,2004
"Fayetteville, NC",49,0.25,701,2004
"Fayetteville, NC",7395,0.9,701,2004
"Fayetteville, NC",8050,0.9,1084,2005
"Fayetteville, NC",104,0.25,1084,2005
"Fayetteville, NC",2861,0.75,1084,2005
"Fayetteville, NC",660,0.5,1084,2005
"Fayetteville, NC",3258,mean,1084,2005
"Fayetteville, NC",809,0.5,949,2006
"Fayetteville, NC",3362,0.75,949,2006
"Fayetteville, NC",134,0.25,949,2006
"Fayetteville, NC",9028,0.9,949,2006
"Fayetteville, NC",3817,mean,949,2006
"Fayetteville, NC",9684,0.9,895,2007
"Fayetteville, NC",198,0.25,895,2007
"Fayetteville, NC",3297,0.75,895,2007
"Fayetteville, NC",947,0.5,895,2007
"Fayetteville, NC",5024,mean,895,2007
"Fayetteville, NC",3982,mean,986,2008
"Fayetteville, NC",851,0.5,986,2008
"Fayetteville, NC",3445,0.75,986,2008
"Fayetteville, NC",8978,0.9,986,2008
"Fayetteville, NC",151,0.25,986,2008
"Fayetteville, NC",4644,mean,936,2009
"Fayetteville, NC",3211,0.75,936,2009
"Fayetteville, NC",871,0.5,936,2009
"Fayetteville, NC",9470,0.9,936,2009
"Fayetteville, NC",158,0.25,936,2009
"Fayetteville, NC",752,0.5,891,2010
"Fayetteville, NC",3314,0.75,891,2010
"Fayetteville, NC",8543,0.9,891,2010
"Fayetteville, NC",3695,mean,891,2010
"Fayetteville, NC",110,0.25,891,2010
"Fayetteville, NC",4216,mean,902,2011
"Fayetteville, NC",735,0.5,902,2011
"Fayetteville, NC",97,0.25,902,2011
"Fayetteville, NC",10122,0.9,902,2011
"Fayetteville, NC",3042,0.75,902,2011
"Fayetteville, NC",9969,0.9,846,2012
"Fayetteville, NC",194,0.25,846,2012
"Fayetteville, NC",884,0.5,846,2012
"Fayetteville, NC",4902,mean,846,2012
"Fayetteville, NC",3197,0.75,846,2012
"Fayetteville, NC",10573,0.9,779,2013
"Fayetteville, NC",917,0.5,779,2013
"Fayetteville, NC",5119,mean,779,2013
"Fayetteville, NC",3393,0.75,779,2013
"Fayetteville, NC",202,0.25,779,2013
"Fayetteville, NC",1035,0.5,5886,2014
"Fayetteville, NC",3722,0.75,5886,2014
"Fayetteville, NC",183,0.25,5886,2014
"Fayetteville, NC",11296,0.9,5886,2014
"Fayetteville, NC",5596,mean,5886,2014
"Fayetteville, NC",184,0.25,5651,2015
"Fayetteville, NC",3853,0.75,5651,2015
"Fayetteville, NC",12270,0.9,5651,2015
"Fayetteville, NC",5758,mean,5651,2015
"Fayetteville, NC",1030,0.5,5651,2015
"Fayetteville, NC",817,0.5,8300,2016
"Fayetteville, NC",119,0.25,8300,2016
"Fayetteville, NC",3244,0.75,8300,2016
"Fayetteville, NC",10700,0.9,8300,2016
"Fayetteville, NC",4983,mean,8300,2016
"Fayetteville-Springdale-Rogers, AR",2132,mean,295,2003
"Fayetteville-Springdale-Rogers, AR",1668,0.75,295,2003
"Fayetteville-Springdale-Rogers, AR",5552,0.9,295,2003
"Fayetteville-Springdale-Rogers, AR",61,0.25,295,2003
"Fayetteville-Springdale-Rogers, AR",445,0.5,295,2003
"Fayetteville-Springdale-Rogers, AR",592,0.5,473,2004
"Fayetteville-Springdale-Rogers, AR",97,0.25,473,2004
"Fayetteville-Springdale-Rogers, AR",2335,mean,473,2004
"Fayetteville-Springdale-Rogers, AR",2127,0.75,473,2004
"Fayetteville-Springdale-Rogers, AR",5345,0.9,473,2004
"Fayetteville-Springdale-Rogers, AR-MO",127,0.25,628,2005
"Fayetteville-Springdale-Rogers, AR-MO",2202,0.75,628,2005
"Fayetteville-Springdale-Rogers, AR-MO",2672,mean,628,2005
"Fayetteville-Springdale-Rogers, AR-MO",675,0.5,628,2005
"Fayetteville-Springdale-Rogers, AR-MO",6121,0.9,628,2005
"Fayetteville-Springdale-Rogers, AR-MO",5319,0.9,2623,2006
"Fayetteville-Springdale-Rogers, AR-MO",27,0.25,2623,2006
"Fayetteville-Springdale-Rogers, AR-MO",1839,0.75,2623,2006
"Fayetteville-Springdale-Rogers, AR-MO",451,0.5,2623,2006
"Fayetteville-Springdale-Rogers, AR-MO",2346,mean,2623,2006
"Fayetteville-Springdale-Rogers, AR-MO",462,0.5,2721,2007
"Fayetteville-Springdale-Rogers, AR-MO",31,0.25,2721,2007
"Fayetteville-Springdale-Rogers, AR-MO",5094,0.9,2721,2007
"Fayetteville-Springdale-Rogers, AR-MO",1757,0.75,2721,2007
"Fayetteville-Springdale-Rogers, AR-MO",2526,mean,2721,2007
"Fayetteville-Springdale-Rogers, AR-MO",1979,0.75,3234,2008
"Fayetteville-Springdale-Rogers, AR-MO",5602,0.9,3234,2008
"Fayetteville-Springdale-Rogers, AR-MO",546,0.5,3234,2008
"Fayetteville-Springdale-Rogers, AR-MO",100,0.25,3234,2008
"Fayetteville-Springdale-Rogers, AR-MO",2870,mean,3234,2008
"Fayetteville-Springdale-Rogers, AR-MO",585,0.5,3245,2009
"Fayetteville-Springdale-Rogers, AR-MO",2830,mean,3245,2009
"Fayetteville-Springdale-Rogers, AR-MO",2029,0.75,3245,2009
"Fayetteville-Springdale-Rogers, AR-MO",106,0.25,3245,2009
"Fayetteville-Springdale-Rogers, AR-MO",5898,0.9,3245,2009
"Fayetteville-Springdale-Rogers, AR-MO",586,0.5,3227,2010
"Fayetteville-Springdale-Rogers, AR-MO",2249,0.75,3227,2010
"Fayetteville-Springdale-Rogers, AR-MO",104,0.25,3227,2010
"Fayetteville-Springdale-Rogers, AR-MO",6387,0.9,3227,2010
"Fayetteville-Springdale-Rogers, AR-MO",2671,mean,3227,2010
"Fayetteville-Springdale-Rogers, AR-MO",598,0.5,3185,2011
"Fayetteville-Springdale-Rogers, AR-MO",6512,0.9,3185,2011
"Fayetteville-Springdale-Rogers, AR-MO",3011,mean,3185,2011
"Fayetteville-Springdale-Rogers, AR-MO",2170,0.75,3185,2011
"Fayetteville-Springdale-Rogers, AR-MO",109,0.25,3185,2011
"Fayetteville-Springdale-Rogers, AR-MO",104,0.25,3226,2012
"Fayetteville-Springdale-Rogers, AR-MO",6881,0.9,3226,2012
"Fayetteville-Springdale-Rogers, AR-MO",2392,0.75,3226,2012
"Fayetteville-Springdale-Rogers, AR-MO",3040,mean,3226,2012
"Fayetteville-Springdale-Rogers, AR-MO",592,0.5,3226,2012
"Fayetteville-Springdale-Rogers, AR-MO",124,0.25,2896,2013
"Fayetteville-Springdale-Rogers, AR-MO",5854,0.9,2896,2013
"Fayetteville-Springdale-Rogers, AR-MO",2116,0.75,2896,2013
"Fayetteville-Springdale-Rogers, AR-MO",607,0.5,2896,2013
"Fayetteville-Springdale-Rogers, AR-MO",2712,mean,2896,2013
"Fayetteville-Springdale-Rogers, AR-MO",809,0.5,14833,2014
"Fayetteville-Springdale-Rogers, AR-MO",2592,0.75,14833,2014
"Fayetteville-Springdale-Rogers, AR-MO",222,0.25,14833,2014
"Fayetteville-Springdale-Rogers, AR-MO",7461,0.9,14833,2014
"Fayetteville-Springdale-Rogers, AR-MO",3680,mean,14833,2014
"Fayetteville-Springdale-Rogers, AR-MO",219,0.25,13511,2015
"Fayetteville-Springdale-Rogers, AR-MO",805,0.5,13511,2015
"Fayetteville-Springdale-Rogers, AR-MO",4131,mean,13511,2015
"Fayetteville-Springdale-Rogers, AR-MO",2810,0.75,13511,2015
"Fayetteville-Springdale-Rogers, AR-MO",8416,0.9,13511,2015
"Fayetteville-Springdale-Rogers, AR-MO",805,0.5,9895,2016
"Fayetteville-Springdale-Rogers, AR-MO",212,0.25,9895,2016
"Fayetteville-Springdale-Rogers, AR-MO",2882,0.75,9895,2016
"Fayetteville-Springdale-Rogers, AR-MO",4086,mean,9895,2016
"Fayetteville-Springdale-Rogers, AR-MO",8410,0.9,9895,2016
"Flagstaff, AZ",8139,0.9,89,2005
"Flagstaff, AZ",189,0.25,89,2005
"Flagstaff, AZ",749,0.5,89,2005
"Flagstaff, AZ",4334,0.75,89,2005
"Flagstaff, AZ",3020,mean,89,2005
"Flagstaff, AZ",3556,mean,122,2006
"Flagstaff, AZ",2118,0.75,122,2006
"Flagstaff, AZ",618,0.5,122,2006
"Flagstaff, AZ",8151,0.9,122,2006
"Flagstaff, AZ",185,0.25,122,2006
"Flagstaff, AZ",6439,0.9,133,2007
"Flagstaff, AZ",2627,mean,133,2007
"Flagstaff, AZ",2060,0.75,133,2007
"Flagstaff, AZ",625,0.5,133,2007
"Flagstaff, AZ",118,0.25,133,2007
"Flagstaff, AZ",2922,mean,148,2008
"Flagstaff, AZ",7309,0.9,148,2008
"Flagstaff, AZ",781,0.5,148,2008
"Flagstaff, AZ",105,0.25,148,2008
"Flagstaff, AZ",2506,0.75,148,2008
"Flagstaff, AZ",2949,0.75,151,2009
"Flagstaff, AZ",697,0.5,151,2009
"Flagstaff, AZ",4663,mean,151,2009
"Flagstaff, AZ",11756,0.9,151,2009
"Flagstaff, AZ",152,0.25,151,2009
"Flagstaff, AZ",3427,0.75,184,2010
"Flagstaff, AZ",14248,0.9,184,2010
"Flagstaff, AZ",892,0.5,184,2010
"Flagstaff, AZ",6222,mean,184,2010
"Flagstaff, AZ",145,0.25,184,2010
"Flagstaff, AZ",458,0.5,167,2011
"Flagstaff, AZ",6373,mean,167,2011
"Flagstaff, AZ",3320,0.75,167,2011
"Flagstaff, AZ",0,0.25,167,2011
"Flagstaff, AZ",14256,0.9,167,2011
"Flagstaff, AZ",13744,0.9,182,2012
"Flagstaff, AZ",3721,mean,182,2012
"Flagstaff, AZ",3215,0.75,182,2012
"Flagstaff, AZ",505,0.5,182,2012
"Flagstaff, AZ",73,0.25,182,2012
"Flagstaff, AZ",5736,mean,210,2013
"Flagstaff, AZ",3032,0.75,210,2013
"Flagstaff, AZ",156,0.25,210,2013
"Flagstaff, AZ",854,0.5,210,2013
"Flagstaff, AZ",15018,0.9,210,2013
"Flagstaff, AZ",124,0.25,1390,2014
"Flagstaff, AZ",2620,0.75,1390,2014
"Flagstaff, AZ",10009,0.9,1390,2014
"Flagstaff, AZ",4673,mean,1390,2014
"Flagstaff, AZ",708,0.5,1390,2014
"Flagstaff, AZ",645,0.5,1414,2015
"Flagstaff, AZ",2768,0.75,1414,2015
"Flagstaff, AZ",10212,0.9,1414,2015
"Flagstaff, AZ",108,0.25,1414,2015
"Flagstaff, AZ",4317,mean,1414,2015
"Flagstaff, AZ",9113,0.9,1570,2016
"Flagstaff, AZ",2535,0.75,1570,2016
"Flagstaff, AZ",117,0.25,1570,2016
"Flagstaff, AZ",683,0.5,1570,2016
"Flagstaff, AZ",5214,mean,1570,2016
"Flagstaff, AZ-UT",4244,0.75,47,2003
"Flagstaff, AZ-UT",208,0.25,47,2003
"Flagstaff, AZ-UT",1963,0.5,47,2003
"Flagstaff, AZ-UT",3080,mean,47,2003
"Flagstaff, AZ-UT",6114,0.9,47,2003
"Flagstaff, AZ-UT",79,0.25,71,2004
"Flagstaff, AZ-UT",1981,mean,71,2004
"Flagstaff, AZ-UT",816,0.5,71,2004
"Flagstaff, AZ-UT",5971,0.9,71,2004
"Flagstaff, AZ-UT",2199,0.75,71,2004
"Flint, MI",982,0.5,7209,2003
"Flint, MI",179,0.25,7209,2003
"Flint, MI",3232,0.75,7209,2003
"Flint, MI",7880,0.9,7209,2003
"Flint, MI",3345,mean,7209,2003
"Flint, MI",8512,0.9,7159,2004
"Flint, MI",3549,mean,7159,2004
"Flint, MI",3398,0.75,7159,2004
"Flint, MI",185,0.25,7159,2004
"Flint, MI",1029,0.5,7159,2004
"Flint, MI",3913,mean,7161,2005
"Flint, MI",3819,0.75,7161,2005
"Flint, MI",234,0.25,7161,2005
"Flint, MI",9056,0.9,7161,2005
"Flint, MI",1174,0.5,7161,2005
"Flint, MI",1202,0.5,6729,2006
"Flint, MI",9018,0.9,6729,2006
"Flint, MI",3901,mean,6729,2006
"Flint, MI",238,0.25,6729,2006
"Flint, MI",3861,0.75,6729,2006
"Flint, MI",1242,0.5,6435,2007
"Flint, MI",4011,mean,6435,2007
"Flint, MI",4088,0.75,6435,2007
"Flint, MI",245,0.25,6435,2007
"Flint, MI",8915,0.9,6435,2007
"Flint, MI",4049,0.75,6069,2008
"Flint, MI",10135,0.9,6069,2008
"Flint, MI",239,0.25,6069,2008
"Flint, MI",4215,mean,6069,2008
"Flint, MI",1219,0.5,6069,2008
"Flint, MI",1307,0.5,5624,2009
"Flint, MI",9821,0.9,5624,2009
"Flint, MI",4340,mean,5624,2009
"Flint, MI",275,0.25,5624,2009
"Flint, MI",4055,0.75,5624,2009
"Flint, MI",4376,mean,5193,2010
"Flint, MI",9474,0.9,5193,2010
"Flint, MI",1163,0.5,5193,2010
"Flint, MI",241,0.25,5193,2010
"Flint, MI",3598,0.75,5193,2010
"Flint, MI",4099,mean,5148,2011
"Flint, MI",250,0.25,5148,2011
"Flint, MI",9216,0.9,5148,2011
"Flint, MI",1145,0.5,5148,2011
"Flint, MI",3721,0.75,5148,2011
"Flint, MI",1035,0.5,4966,2012
"Flint, MI",9512,0.9,4966,2012
"Flint, MI",3577,0.75,4966,2012
"Flint, MI",4385,mean,4966,2012
"Flint, MI",250,0.25,4966,2012
"Flint, MI",4846,mean,4977,2013
"Flint, MI",3522,0.75,4977,2013
"Flint, MI",9643,0.9,4977,2013
"Flint, MI",270,0.25,4977,2013
"Flint, MI",1047,0.5,4977,2013
"Flint, MI",3674,0.75,45609,2014
"Flint, MI",1133,0.5,45609,2014
"Flint, MI",307,0.25,45609,2014
"Flint, MI",10430,0.9,45609,2014
"Flint, MI",4922,mean,45609,2014
"Flint, MI",10398,0.9,33606,2015
"Flint, MI",266,0.25,33606,2015
"Flint, MI",5064,mean,33606,2015
"Flint, MI",3523,0.75,33606,2015
"Flint, MI",1032,0.5,33606,2015
"Flint, MI",10974,0.9,33430,2016
"Flint, MI",3567,0.75,33430,2016
"Flint, MI",5311,mean,33430,2016
"Flint, MI",281,0.25,33430,2016
"Flint, MI",1069,0.5,33430,2016
"Florence, AL",4436,0.75,443,2003
"Florence, AL",386,0.25,443,2003
"Florence, AL",1524,0.5,443,2003
"Florence, AL",10094,0.9,443,2003
"Florence, AL",4881,mean,443,2003
"Florence, AL",1322,0.5,771,2004
"Florence, AL",10039,0.9,771,2004
"Florence, AL",4401,mean,771,2004
"Florence, AL",292,0.25,771,2004
"Florence, AL",4608,0.75,771,2004
"Florence, SC",404,0.5,73,2003
"Florence, SC",57,0.25,73,2003
"Florence, SC",1966,mean,73,2003
"Florence, SC",1660,0.75,73,2003
