MSA,Health Spending,stat,N,year
"Eau Claire, WI",10095,0.9,54,2003
"Eau Claire, WI",4142,mean,131,2004
"Eau Claire, WI",827,0.5,131,2004
"Eau Claire, WI",8415,0.9,131,2004
"Eau Claire, WI",252,0.25,131,2004
"Eau Claire, WI",2789,0.75,131,2004
"Eau Claire, WI",968,0.5,181,2005
"Eau Claire, WI",10611,0.9,181,2005
"Eau Claire, WI",5254,mean,181,2005
"Eau Claire, WI",2876,0.75,181,2005
"Eau Claire, WI",253,0.25,181,2005
"Eau Claire, WI",9956,0.9,221,2006
"Eau Claire, WI",5229,mean,221,2006
"Eau Claire, WI",231,0.25,221,2006
"Eau Claire, WI",1068,0.5,221,2006
"Eau Claire, WI",3313,0.75,221,2006
"Eau Claire, WI",11656,0.9,215,2007
"Eau Claire, WI",185,0.25,215,2007
"Eau Claire, WI",5197,mean,215,2007
"Eau Claire, WI",4019,0.75,215,2007
"Eau Claire, WI",1203,0.5,215,2007
"Eau Claire, WI",237,0.25,210,2008
"Eau Claire, WI",5609,mean,210,2008
"Eau Claire, WI",12050,0.9,210,2008
"Eau Claire, WI",919,0.5,210,2008
"Eau Claire, WI",3730,0.75,210,2008
"Eau Claire, WI",3503,0.75,231,2009
"Eau Claire, WI",282,0.25,231,2009
"Eau Claire, WI",14334,0.9,231,2009
"Eau Claire, WI",8053,mean,231,2009
"Eau Claire, WI",986,0.5,231,2009
"Eau Claire, WI",260,0.25,269,2010
"Eau Claire, WI",1069,0.5,269,2010
"Eau Claire, WI",4020,0.75,269,2010
"Eau Claire, WI",18610,0.9,269,2010
"Eau Claire, WI",6017,mean,269,2010
"Eau Claire, WI",1042,0.5,243,2011
"Eau Claire, WI",6978,mean,243,2011
"Eau Claire, WI",3724,0.75,243,2011
"Eau Claire, WI",12317,0.9,243,2011
"Eau Claire, WI",278,0.25,243,2011
"Eau Claire, WI",13713,0.9,272,2012
"Eau Claire, WI",1059,0.5,272,2012
"Eau Claire, WI",5721,mean,272,2012
"Eau Claire, WI",3965,0.75,272,2012
"Eau Claire, WI",180,0.25,272,2012
"Eau Claire, WI",12330,0.9,270,2013
"Eau Claire, WI",3044,0.75,270,2013
"Eau Claire, WI",332,0.25,270,2013
"Eau Claire, WI",4896,mean,270,2013
"Eau Claire, WI",992,0.5,270,2013
"Eau Claire, WI",13268,0.9,2806,2014
"Eau Claire, WI",1105,0.5,2806,2014
"Eau Claire, WI",5731,mean,2806,2014
"Eau Claire, WI",228,0.25,2806,2014
"Eau Claire, WI",3861,0.75,2806,2014
"Eau Claire, WI",15599,0.9,2752,2015
"Eau Claire, WI",4367,0.75,2752,2015
"Eau Claire, WI",227,0.25,2752,2015
"Eau Claire, WI",1156,0.5,2752,2015
"Eau Claire, WI",6556,mean,2752,2015
"Eau Claire, WI",207,0.25,2475,2016
"Eau Claire, WI",1107,0.5,2475,2016
"Eau Claire, WI",4159,0.75,2475,2016
"Eau Claire, WI",7251,mean,2475,2016
"Eau Claire, WI",14774,0.9,2475,2016
"Edison-New Brunswick, NJ",3019,0.75,7356,2005
"Edison-New Brunswick, NJ",214,0.25,7356,2005
"Edison-New Brunswick, NJ",929,0.5,7356,2005
"Edison-New Brunswick, NJ",7328,0.9,7356,2005
"Edison-New Brunswick, NJ",3547,mean,7356,2005
"Edison-New Brunswick, NJ",3140,0.75,7865,2006
"Edison-New Brunswick, NJ",257,0.25,7865,2006
"Edison-New Brunswick, NJ",3803,mean,7865,2006
"Edison-New Brunswick, NJ",8159,0.9,7865,2006
"Edison-New Brunswick, NJ",1026,0.5,7865,2006
"Edison-New Brunswick, NJ",3842,mean,7944,2007
"Edison-New Brunswick, NJ",1096,0.5,7944,2007
"Edison-New Brunswick, NJ",308,0.25,7944,2007
"Edison-New Brunswick, NJ",3398,0.75,7944,2007
"Edison-New Brunswick, NJ",8286,0.9,7944,2007
"Edison-New Brunswick, NJ",3627,0.75,12313,2008
"Edison-New Brunswick, NJ",325,0.25,12313,2008
"Edison-New Brunswick, NJ",1163,0.5,12313,2008
"Edison-New Brunswick, NJ",9065,0.9,12313,2008
"Edison-New Brunswick, NJ",4627,mean,12313,2008
"Edison-New Brunswick, NJ",4620,mean,13756,2009
"Edison-New Brunswick, NJ",3737,0.75,13756,2009
"Edison-New Brunswick, NJ",1212,0.5,13756,2009
"Edison-New Brunswick, NJ",359,0.25,13756,2009
"Edison-New Brunswick, NJ",9522,0.9,13756,2009
"Edison-New Brunswick, NJ",4686,mean,15243,2010
"Edison-New Brunswick, NJ",3812,0.75,15243,2010
"Edison-New Brunswick, NJ",1196,0.5,15243,2010
"Edison-New Brunswick, NJ",9566,0.9,15243,2010
"Edison-New Brunswick, NJ",324,0.25,15243,2010
"Edison-New Brunswick, NJ",1274,0.5,15207,2011
"Edison-New Brunswick, NJ",3900,0.75,15207,2011
"Edison-New Brunswick, NJ",10402,0.9,15207,2011
"Edison-New Brunswick, NJ",4932,mean,15207,2011
"Edison-New Brunswick, NJ",351,0.25,15207,2011
"Edison-New Brunswick, NJ",3710,0.75,15076,2012
"Edison-New Brunswick, NJ",10026,0.9,15076,2012
"Edison-New Brunswick, NJ",1183,0.5,15076,2012
"Edison-New Brunswick, NJ",4953,mean,15076,2012
"Edison-New Brunswick, NJ",331,0.25,15076,2012
"Edison-New Brunswick, NJ",1142,0.5,15377,2013
"Edison-New Brunswick, NJ",3700,0.75,15377,2013
"Edison-New Brunswick, NJ",322,0.25,15377,2013
"Edison-New Brunswick, NJ",4874,mean,15377,2013
"Edison-New Brunswick, NJ",10284,0.9,15377,2013
"El Centro, CA",4541,0.9,223,2005
"El Centro, CA",0,0.25,223,2005
"El Centro, CA",1804,mean,223,2005
"El Centro, CA",429,0.5,223,2005
"El Centro, CA",1377,0.75,223,2005
"El Centro, CA",8238,0.9,190,2006
"El Centro, CA",446,0.5,190,2006
"El Centro, CA",2454,mean,190,2006
"El Centro, CA",1894,0.75,190,2006
"El Centro, CA",0,0.25,190,2006
"El Centro, CA",1211,0.75,254,2007
"El Centro, CA",2173,mean,254,2007
"El Centro, CA",280,0.5,254,2007
"El Centro, CA",5122,0.9,254,2007
"El Centro, CA",0,0.25,254,2007
"El Centro, CA",5104,0.9,311,2008
"El Centro, CA",1622,0.75,311,2008
"El Centro, CA",2001,mean,311,2008
"El Centro, CA",0,0.25,311,2008
"El Centro, CA",422,0.5,311,2008
"El Centro, CA",2501,0.75,316,2009
"El Centro, CA",93,0.25,316,2009
"El Centro, CA",8389,0.9,316,2009
"El Centro, CA",3420,mean,316,2009
"El Centro, CA",738,0.5,316,2009
"El Centro, CA",2363,mean,333,2010
"El Centro, CA",617,0.5,333,2010
"El Centro, CA",2137,0.75,333,2010
"El Centro, CA",5906,0.9,333,2010
"El Centro, CA",70,0.25,333,2010
"El Centro, CA",5314,0.9,373,2011
"El Centro, CA",97,0.25,373,2011
"El Centro, CA",2420,mean,373,2011
"El Centro, CA",1917,0.75,373,2011
"El Centro, CA",591,0.5,373,2011
"El Centro, CA",3963,mean,337,2012
"El Centro, CA",21,0.25,337,2012
"El Centro, CA",6399,0.9,337,2012
"El Centro, CA",580,0.5,337,2012
"El Centro, CA",1953,0.75,337,2012
"El Centro, CA",4545,mean,300,2013
"El Centro, CA",9040,0.9,300,2013
"El Centro, CA",2587,0.75,300,2013
"El Centro, CA",680,0.5,300,2013
"El Centro, CA",99,0.25,300,2013
"El Centro, CA",381,0.5,1386,2014
"El Centro, CA",1987,0.75,1386,2014
"El Centro, CA",0,0.25,1386,2014
"El Centro, CA",6097,0.9,1386,2014
"El Centro, CA",3007,mean,1386,2014
"El Centro, CA",2478,mean,1454,2015
"El Centro, CA",388,0.5,1454,2015
"El Centro, CA",0,0.25,1454,2015
"El Centro, CA",1743,0.75,1454,2015
"El Centro, CA",5751,0.9,1454,2015
"El Centro, CA",0,0.25,1547,2016
"El Centro, CA",4215,mean,1547,2016
"El Centro, CA",1879,0.75,1547,2016
"El Centro, CA",385,0.5,1547,2016
"El Centro, CA",6198,0.9,1547,2016
"El Paso, TX",2127,0.75,1292,2003
"El Paso, TX",348,0.5,1292,2003
"El Paso, TX",9558,0.9,1292,2003
"El Paso, TX",3844,mean,1292,2003
"El Paso, TX",0,0.25,1292,2003
"El Paso, TX",3208,mean,1879,2004
"El Paso, TX",2164,0.75,1879,2004
"El Paso, TX",7599,0.9,1879,2004
"El Paso, TX",423,0.5,1879,2004
"El Paso, TX",0,0.25,1879,2004
"El Paso, TX",7865,0.9,2189,2005
"El Paso, TX",546,0.5,2189,2005
"El Paso, TX",3506,mean,2189,2005
"El Paso, TX",2333,0.75,2189,2005
"El Paso, TX",18,0.25,2189,2005
"El Paso, TX",2225,0.75,1867,2006
"El Paso, TX",66,0.25,1867,2006
"El Paso, TX",8462,0.9,1867,2006
"El Paso, TX",4360,mean,1867,2006
"El Paso, TX",589,0.5,1867,2006
"El Paso, TX",605,0.5,2065,2007
"El Paso, TX",66,0.25,2065,2007
"El Paso, TX",7063,0.9,2065,2007
"El Paso, TX",2389,0.75,2065,2007
"El Paso, TX",3937,mean,2065,2007
"El Paso, TX",85,0.25,2197,2008
"El Paso, TX",2657,0.75,2197,2008
"El Paso, TX",652,0.5,2197,2008
"El Paso, TX",8562,0.9,2197,2008
"El Paso, TX",3733,mean,2197,2008
"El Paso, TX",8802,0.9,2275,2009
"El Paso, TX",2965,0.75,2275,2009
"El Paso, TX",112,0.25,2275,2009
"El Paso, TX",732,0.5,2275,2009
"El Paso, TX",4059,mean,2275,2009
"El Paso, TX",2713,0.75,2573,2010
"El Paso, TX",8581,0.9,2573,2010
"El Paso, TX",89,0.25,2573,2010
"El Paso, TX",671,0.5,2573,2010
"El Paso, TX",3779,mean,2573,2010
"El Paso, TX",9617,0.9,2803,2011
"El Paso, TX",94,0.25,2803,2011
"El Paso, TX",3858,mean,2803,2011
"El Paso, TX",2861,0.75,2803,2011
"El Paso, TX",694,0.5,2803,2011
"El Paso, TX",9946,0.9,2857,2012
"El Paso, TX",4258,mean,2857,2012
"El Paso, TX",87,0.25,2857,2012
"El Paso, TX",606,0.5,2857,2012
"El Paso, TX",2731,0.75,2857,2012
"El Paso, TX",2832,0.75,2777,2013
"El Paso, TX",4368,mean,2777,2013
"El Paso, TX",623,0.5,2777,2013
"El Paso, TX",79,0.25,2777,2013
"El Paso, TX",9504,0.9,2777,2013
"El Paso, TX",73,0.25,19694,2014
"El Paso, TX",603,0.5,19694,2014
"El Paso, TX",2727,0.75,19694,2014
"El Paso, TX",4346,mean,19694,2014
"El Paso, TX",9531,0.9,19694,2014
"El Paso, TX",9081,0.9,20070,2015
"El Paso, TX",60,0.25,20070,2015
"El Paso, TX",4144,mean,20070,2015
"El Paso, TX",2675,0.75,20070,2015
"El Paso, TX",586,0.5,20070,2015
"El Paso, TX",17,0.25,20854,2016
"El Paso, TX",9705,0.9,20854,2016
"El Paso, TX",2798,0.75,20854,2016
"El Paso, TX",4546,mean,20854,2016
"El Paso, TX",569,0.5,20854,2016
"Elgin, IL",1128,0.5,28067,2014
"Elgin, IL",3874,0.75,28067,2014
"Elgin, IL",11274,0.9,28067,2014
"Elgin, IL",270,0.25,28067,2014
"Elgin, IL",5347,mean,28067,2014
"Elgin, IL",3854,0.75,27491,2015
"Elgin, IL",11543,0.9,27491,2015
"Elgin, IL",274,0.25,27491,2015
"Elgin, IL",5538,mean,27491,2015
"Elgin, IL",1115,0.5,27491,2015
"Elgin, IL",1133,0.5,28011,2016
"Elgin, IL",6104,mean,28011,2016
"Elgin, IL",295,0.25,28011,2016
"Elgin, IL",3939,0.75,28011,2016
"Elgin, IL",12396,0.9,28011,2016
"Elizabethtown, KY",2341,mean,158,2005
"Elizabethtown, KY",249,0.25,158,2005
"Elizabethtown, KY",2672,0.75,158,2005
"Elizabethtown, KY",6504,0.9,158,2005
"Elizabethtown, KY",762,0.5,158,2005
"Elizabethtown, KY",7947,0.9,176,2006
"Elizabethtown, KY",928,0.5,176,2006
"Elizabethtown, KY",2913,0.75,176,2006
"Elizabethtown, KY",197,0.25,176,2006
"Elizabethtown, KY",3109,mean,176,2006
"Elizabethtown, KY",3826,mean,176,2007
"Elizabethtown, KY",2566,0.75,176,2007
"Elizabethtown, KY",105,0.25,176,2007
"Elizabethtown, KY",908,0.5,176,2007
"Elizabethtown, KY",8242,0.9,176,2007
"Elizabethtown, KY",309,0.25,216,2008
"Elizabethtown, KY",1373,0.5,216,2008
"Elizabethtown, KY",3436,0.75,216,2008
"Elizabethtown, KY",7665,mean,216,2008
"Elizabethtown, KY",9336,0.9,216,2008
"Elizabethtown, KY",1135,0.5,223,2009
"Elizabethtown, KY",3752,0.75,223,2009
"Elizabethtown, KY",9313,0.9,223,2009
"Elizabethtown, KY",316,0.25,223,2009
"Elizabethtown, KY",5705,mean,223,2009
"Elizabethtown, KY",4945,mean,285,2010
"Elizabethtown, KY",349,0.25,285,2010
"Elizabethtown, KY",10380,0.9,285,2010
"Elizabethtown, KY",1090,0.5,285,2010
"Elizabethtown, KY",4086,0.75,285,2010
"Elizabethtown, KY",3660,0.75,295,2011
"Elizabethtown, KY",3538,mean,295,2011
"Elizabethtown, KY",8952,0.9,295,2011
"Elizabethtown, KY",951,0.5,295,2011
"Elizabethtown, KY",195,0.25,295,2011
"Elizabethtown, KY",4484,mean,324,2012
"Elizabethtown, KY",3666,0.75,324,2012
"Elizabethtown, KY",894,0.5,324,2012
"Elizabethtown, KY",10367,0.9,324,2012
"Elizabethtown, KY",161,0.25,324,2012
"Elizabethtown, KY",1145,0.5,333,2013
"Elizabethtown, KY",4082,0.75,333,2013
"Elizabethtown, KY",194,0.25,333,2013
"Elizabethtown, KY",4605,mean,333,2013
"Elizabethtown, KY",13521,0.9,333,2013
"Elizabethtown-Fort Knox, KY",269,0.25,11357,2014
"Elizabethtown-Fort Knox, KY",4411,mean,11357,2014
"Elizabethtown-Fort Knox, KY",9088,0.9,11357,2014
"Elizabethtown-Fort Knox, KY",991,0.5,11357,2014
"Elizabethtown-Fort Knox, KY",3240,0.75,11357,2014
"Elizabethtown-Fort Knox, KY",985,0.5,10873,2015
"Elizabethtown-Fort Knox, KY",3473,0.75,10873,2015
"Elizabethtown-Fort Knox, KY",9824,0.9,10873,2015
"Elizabethtown-Fort Knox, KY",4362,mean,10873,2015
"Elizabethtown-Fort Knox, KY",257,0.25,10873,2015
"Elizabethtown-Fort Knox, KY",1027,0.5,10414,2016
"Elizabethtown-Fort Knox, KY",3441,0.75,10414,2016
"Elizabethtown-Fort Knox, KY",10412,0.9,10414,2016
"Elizabethtown-Fort Knox, KY",4502,mean,10414,2016
"Elizabethtown-Fort Knox, KY",282,0.25,10414,2016
"Elkhart-Goshen, IN",1224,0.75,97,2003
"Elkhart-Goshen, IN",202,0.5,97,2003
"Elkhart-Goshen, IN",1716,mean,97,2003
"Elkhart-Goshen, IN",4780,0.9,97,2003
"Elkhart-Goshen, IN",0,0.25,97,2003
"Elkhart-Goshen, IN",7217,0.9,149,2004
"Elkhart-Goshen, IN",2192,0.75,149,2004
"Elkhart-Goshen, IN",50,0.25,149,2004
"Elkhart-Goshen, IN",2858,mean,149,2004
"Elkhart-Goshen, IN",804,0.5,149,2004
"Elkhart-Goshen, IN",644,0.5,248,2005
"Elkhart-Goshen, IN",50,0.25,248,2005
"Elkhart-Goshen, IN",2257,0.75,248,2005
"Elkhart-Goshen, IN",8330,0.9,248,2005
"Elkhart-Goshen, IN",2966,mean,248,2005
"Elkhart-Goshen, IN",9830,0.9,271,2006
"Elkhart-Goshen, IN",760,0.5,271,2006
"Elkhart-Goshen, IN",122,0.25,271,2006
"Elkhart-Goshen, IN",2737,0.75,271,2006
"Elkhart-Goshen, IN",6401,mean,271,2006
"Elkhart-Goshen, IN",906,0.5,400,2007
"Elkhart-Goshen, IN",5043,mean,400,2007
"Elkhart-Goshen, IN",3822,0.75,400,2007
"Elkhart-Goshen, IN",10824,0.9,400,2007
"Elkhart-Goshen, IN",181,0.25,400,2007
"Elkhart-Goshen, IN",4778,mean,410,2008
"Elkhart-Goshen, IN",3831,0.75,410,2008
"Elkhart-Goshen, IN",200,0.25,410,2008
"Elkhart-Goshen, IN",1021,0.5,410,2008
"Elkhart-Goshen, IN",11250,0.9,410,2008
"Elkhart-Goshen, IN",11469,0.9,448,2009
"Elkhart-Goshen, IN",293,0.25,448,2009
"Elkhart-Goshen, IN",4963,mean,448,2009
"Elkhart-Goshen, IN",1105,0.5,448,2009
"Elkhart-Goshen, IN",4331,0.75,448,2009
"Elkhart-Goshen, IN",3619,0.75,464,2010
"Elkhart-Goshen, IN",4167,mean,464,2010
"Elkhart-Goshen, IN",232,0.25,464,2010
"Elkhart-Goshen, IN",958,0.5,464,2010
"Elkhart-Goshen, IN",10607,0.9,464,2010
"Elkhart-Goshen, IN",4068,mean,441,2011
"Elkhart-Goshen, IN",8651,0.9,441,2011
"Elkhart-Goshen, IN",914,0.5,441,2011
"Elkhart-Goshen, IN",162,0.25,441,2011
"Elkhart-Goshen, IN",2823,0.75,441,2011
"Elkhart-Goshen, IN",213,0.25,424,2012
"Elkhart-Goshen, IN",4202,mean,424,2012
"Elkhart-Goshen, IN",10157,0.9,424,2012
"Elkhart-Goshen, IN",879,0.5,424,2012
"Elkhart-Goshen, IN",2790,0.75,424,2012
"Elkhart-Goshen, IN",4538,mean,431,2013
"Elkhart-Goshen, IN",241,0.25,431,2013
"Elkhart-Goshen, IN",11130,0.9,431,2013
"Elkhart-Goshen, IN",3167,0.75,431,2013
"Elkhart-Goshen, IN",998,0.5,431,2013
"Elkhart-Goshen, IN",238,0.25,3129,2014
"Elkhart-Goshen, IN",3697,0.75,3129,2014
"Elkhart-Goshen, IN",964,0.5,3129,2014
"Elkhart-Goshen, IN",12992,0.9,3129,2014
"Elkhart-Goshen, IN",5981,mean,3129,2014
"Elkhart-Goshen, IN",228,0.25,2966,2015
"Elkhart-Goshen, IN",896,0.5,2966,2015
"Elkhart-Goshen, IN",3363,0.75,2966,2015
"Elkhart-Goshen, IN",6322,mean,2966,2015
"Elkhart-Goshen, IN",11394,0.9,2966,2015
"Elkhart-Goshen, IN",211,0.25,2472,2016
"Elkhart-Goshen, IN",5869,mean,2472,2016
"Elkhart-Goshen, IN",10198,0.9,2472,2016
"Elkhart-Goshen, IN",849,0.5,2472,2016
"Elkhart-Goshen, IN",3252,0.75,2472,2016
"Elmira, NY",5475,0.9,416,2003
"Elmira, NY",3271,mean,416,2003
"Elmira, NY",2632,0.75,416,2003
"Elmira, NY",155,0.25,416,2003
"Elmira, NY",663,0.5,416,2003
"Elmira, NY",264,0.25,390,2004
"Elmira, NY",7027,0.9,390,2004
"Elmira, NY",1027,0.5,390,2004
"Elmira, NY",3133,mean,390,2004
"Elmira, NY",3100,0.75,390,2004
"Elmira, NY",3077,0.75,436,2005
"Elmira, NY",1045,0.5,436,2005
"Elmira, NY",8966,0.9,436,2005
"Elmira, NY",225,0.25,436,2005
"Elmira, NY",4125,mean,436,2005
"Elmira, NY",200,0.25,542,2006
"Elmira, NY",910,0.5,542,2006
"Elmira, NY",8281,0.9,542,2006
"Elmira, NY",3288,mean,542,2006
"Elmira, NY",3104,0.75,542,2006
"Elmira, NY",4752,mean,526,2007
"Elmira, NY",1168,0.5,526,2007
"Elmira, NY",8270,0.9,526,2007
"Elmira, NY",256,0.25,526,2007
"Elmira, NY",3573,0.75,526,2007
"Elmira, NY",302,0.25,583,2008
"Elmira, NY",9103,0.9,583,2008
"Elmira, NY",4192,0.75,583,2008
"Elmira, NY",4891,mean,583,2008
"Elmira, NY",1143,0.5,583,2008
"Elmira, NY",369,0.25,607,2009
"Elmira, NY",1418,0.5,607,2009
"Elmira, NY",4708,0.75,607,2009
"Elmira, NY",4858,mean,607,2009
"Elmira, NY",9474,0.9,607,2009
"Elmira, NY",4895,0.75,617,2010
"Elmira, NY",1483,0.5,617,2010
"Elmira, NY",12027,0.9,617,2010
"Elmira, NY",6082,mean,617,2010
"Elmira, NY",352,0.25,617,2010
"Elmira, NY",10565,0.9,628,2011
"Elmira, NY",1271,0.5,628,2011
"Elmira, NY",5510,mean,628,2011
"Elmira, NY",4625,0.75,628,2011
"Elmira, NY",377,0.25,628,2011
"Elmira, NY",4241,0.75,597,2012
"Elmira, NY",1267,0.5,597,2012
"Elmira, NY",5100,mean,597,2012
"Elmira, NY",10170,0.9,597,2012
"Elmira, NY",269,0.25,597,2012
"Elmira, NY",4677,0.75,524,2013
"Elmira, NY",10703,0.9,524,2013
"Elmira, NY",1277,0.5,524,2013
"Elmira, NY",315,0.25,524,2013
"Elmira, NY",4393,mean,524,2013
"Elmira, NY",3935,0.75,10220,2014
"Elmira, NY",4777,mean,10220,2014
"Elmira, NY",1177,0.5,10220,2014
"Elmira, NY",10635,0.9,10220,2014
"Elmira, NY",305,0.25,10220,2014
"Elmira, NY",11341,0.9,10409,2015
"Elmira, NY",344,0.25,10409,2015
"Elmira, NY",4161,0.75,10409,2015
"Elmira, NY",5272,mean,10409,2015
"Elmira, NY",1290,0.5,10409,2015
"Elmira, NY",12279,0.9,10176,2016
"Elmira, NY",375,0.25,10176,2016
"Elmira, NY",4290,0.75,10176,2016
"Elmira, NY",5643,mean,10176,2016
"Elmira, NY",1336,0.5,10176,2016
"Enid, OK",4868,0.9,22,2003
"Enid, OK",1709,mean,22,2003
"Enid, OK",304,0.5,22,2003
"Enid, OK",178,0.25,22,2003
"Enid, OK",1000,0.75,22,2003
"Enid, OK",3437,0.75,51,2004
"Enid, OK",18987,0.9,51,2004
"Enid, OK",242,0.25,51,2004
"Enid, OK",992,0.5,51,2004
"Enid, OK",5683,mean,51,2004
"Erie, PA",3312,0.75,340,2003
"Erie, PA",160,0.25,340,2003
"Erie, PA",3959,mean,340,2003
"Erie, PA",7129,0.9,340,2003
"Erie, PA",863,0.5,340,2003
"Erie, PA",8066,0.9,356,2004
"Erie, PA",1006,0.5,356,2004
"Erie, PA",3412,0.75,356,2004
"Erie, PA",170,0.25,356,2004
"Erie, PA",4372,mean,356,2004
"Erie, PA",927,0.5,440,2005
"Erie, PA",202,0.25,440,2005
"Erie, PA",4036,mean,440,2005
"Erie, PA",7106,0.9,440,2005
"Erie, PA",3041,0.75,440,2005
"Erie, PA",3741,mean,437,2006
"Erie, PA",163,0.25,437,2006
"Erie, PA",3746,0.75,437,2006
"Erie, PA",1065,0.5,437,2006
"Erie, PA",8314,0.9,437,2006
"Erie, PA",2884,0.75,1605,2007
"Erie, PA",928,0.5,1605,2007
"Erie, PA",7860,0.9,1605,2007
"Erie, PA",189,0.25,1605,2007
"Erie, PA",3561,mean,1605,2007
"Erie, PA",3451,0.75,1711,2008
"Erie, PA",8286,0.9,1711,2008
"Erie, PA",241,0.25,1711,2008
"Erie, PA",1143,0.5,1711,2008
"Erie, PA",4005,mean,1711,2008
"Erie, PA",8470,0.9,1779,2009
"Erie, PA",269,0.25,1779,2009
"Erie, PA",1074,0.5,1779,2009
"Erie, PA",3884,mean,1779,2009
"Erie, PA",3295,0.75,1779,2009
"Erie, PA",4708,mean,1686,2010
"Erie, PA",1119,0.5,1686,2010
"Erie, PA",3538,0.75,1686,2010
"Erie, PA",230,0.25,1686,2010
"Erie, PA",9183,0.9,1686,2010
"Erie, PA",9766,0.9,1764,2011
"Erie, PA",4253,mean,1764,2011
"Erie, PA",252,0.25,1764,2011
"Erie, PA",1086,0.5,1764,2011
"Erie, PA",3588,0.75,1764,2011
"Erie, PA",1024,0.5,1761,2012
"Erie, PA",4124,mean,1761,2012
"Erie, PA",8977,0.9,1761,2012
"Erie, PA",3287,0.75,1761,2012
"Erie, PA",233,0.25,1761,2012
"Erie, PA",961,0.5,1763,2013
"Erie, PA",4510,mean,1763,2013
"Erie, PA",221,0.25,1763,2013
"Erie, PA",8693,0.9,1763,2013
"Erie, PA",3143,0.75,1763,2013
"Erie, PA",3309,0.75,15153,2014
"Erie, PA",9317,0.9,15153,2014
"Erie, PA",222,0.25,15153,2014
"Erie, PA",924,0.5,15153,2014
"Erie, PA",4650,mean,15153,2014
"Erie, PA",238,0.25,14268,2015
"Erie, PA",9895,0.9,14268,2015
"Erie, PA",5104,mean,14268,2015
"Erie, PA",976,0.5,14268,2015
"Erie, PA",3491,0.75,14268,2015
"Erie, PA",902,0.5,13919,2016
"Erie, PA",3265,0.75,13919,2016
"Erie, PA",9316,0.9,13919,2016
"Erie, PA",213,0.25,13919,2016
"Erie, PA",4671,mean,13919,2016
"Essex County, MA",3510,0.75,2852,2005
"Essex County, MA",8741,0.9,2852,2005
"Essex County, MA",4284,mean,2852,2005
"Essex County, MA",310,0.25,2852,2005
"Essex County, MA",1226,0.5,2852,2005
"Essex County, MA",9451,0.9,2824,2006
"Essex County, MA",388,0.25,2824,2006
"Essex County, MA",3711,0.75,2824,2006
"Essex County, MA",4423,mean,2824,2006
"Essex County, MA",1328,0.5,2824,2006
"Eugene, OR",276,0.25,14044,2014
"Eugene, OR",3113,0.75,14044,2014
"Eugene, OR",1037,0.5,14044,2014
"Eugene, OR",8931,0.9,14044,2014
"Eugene, OR",4584,mean,14044,2014
"Eugene, OR",294,0.25,13103,2015
"Eugene, OR",1098,0.5,13103,2015
"Eugene, OR",3491,0.75,13103,2015
"Eugene, OR",4894,mean,13103,2015
"Eugene, OR",9713,0.9,13103,2015
"Eugene, OR",279,0.25,12987,2016
"Eugene, OR",1114,0.5,12987,2016
"Eugene, OR",3425,0.75,12987,2016
"Eugene, OR",9696,0.9,12987,2016
"Eugene, OR",4893,mean,12987,2016
"Eugene-Springfield, OR",2129,0.75,230,2003
"Eugene-Springfield, OR",770,0.5,230,2003
"Eugene-Springfield, OR",2336,mean,230,2003
"Eugene-Springfield, OR",6009,0.9,230,2003
"Eugene-Springfield, OR",88,0.25,230,2003
"Eugene-Springfield, OR",141,0.25,266,2004
"Eugene-Springfield, OR",2375,0.75,266,2004
"Eugene-Springfield, OR",2852,mean,266,2004
"Eugene-Springfield, OR",673,0.5,266,2004
"Eugene-Springfield, OR",5903,0.9,266,2004
"Eugene-Springfield, OR",142,0.25,363,2005
"Eugene-Springfield, OR",3414,mean,363,2005
"Eugene-Springfield, OR",2787,0.75,363,2005
"Eugene-Springfield, OR",945,0.5,363,2005
"Eugene-Springfield, OR",8095,0.9,363,2005
"Eugene-Springfield, OR",8194,0.9,1643,2006
"Eugene-Springfield, OR",1030,0.5,1643,2006
"Eugene-Springfield, OR",3116,0.75,1643,2006
"Eugene-Springfield, OR",3573,mean,1643,2006
"Eugene-Springfield, OR",262,0.25,1643,2006
"Eugene-Springfield, OR",3231,0.75,1760,2007
"Eugene-Springfield, OR",3719,mean,1760,2007
"Eugene-Springfield, OR",277,0.25,1760,2007
"Eugene-Springfield, OR",1048,0.5,1760,2007
"Eugene-Springfield, OR",8522,0.9,1760,2007
"Eugene-Springfield, OR",3272,0.75,1908,2008
"Eugene-Springfield, OR",7781,0.9,1908,2008
"Eugene-Springfield, OR",3640,mean,1908,2008
"Eugene-Springfield, OR",1012,0.5,1908,2008
"Eugene-Springfield, OR",254,0.25,1908,2008
"Eugene-Springfield, OR",9027,0.9,2035,2009
"Eugene-Springfield, OR",1225,0.5,2035,2009
"Eugene-Springfield, OR",4345,mean,2035,2009
"Eugene-Springfield, OR",350,0.25,2035,2009
"Eugene-Springfield, OR",3758,0.75,2035,2009
"Eugene-Springfield, OR",1195,0.5,2044,2010
"Eugene-Springfield, OR",3618,0.75,2044,2010
"Eugene-Springfield, OR",4186,mean,2044,2010
"Eugene-Springfield, OR",320,0.25,2044,2010
"Eugene-Springfield, OR",8511,0.9,2044,2010
"Eugene-Springfield, OR",1053,0.5,1938,2011
"Eugene-Springfield, OR",3122,0.75,1938,2011
"Eugene-Springfield, OR",276,0.25,1938,2011
